#index,class_name,parent_name,size_param,size_decoded,id_hex,attr,alloc_idx,this_addr,parent_addr,vptr
219,cDDMaterialCtrl::cShaderDataMaterialEnchantHoly,cDDMaterialCtrl::cShaderDataMaterialEnchant,112,112,0x4b9696eb,0,0,0x02180078,0x0217fff8,0x01ae28a8
220,cDDMaterialCtrl::cShaderDataMaterialEnchantDark,cDDMaterialCtrl::cShaderDataMaterialEnchant,128,128,0x2c264ace,0,0,0x02180098,0x0217fff8,0x01ae28a8
221,cDDMaterialCtrl::cShaderDataMaterialEnchantCraft,cDDMaterialCtrl::cShaderDataMaterial,96,96,0x705a3bdd,0,0,0x021800b8,0x0217ff78,0x01ae28a8
222,cDDMaterialCtrl::cShaderDataMaterialEnchantCraftFire,cDDMaterialCtrl::cShaderDataMaterial,96,96,0x35f9d63a,0,0,0x021800d8,0x0217ff78,0x01ae28a8
223,cDDMaterialCtrl::cShaderDataMaterialEnchantCraftIce,cDDMaterialCtrl::cShaderDataMaterial,96,96,0x3e1eea3d,0,0,0x021800f8,0x0217ff78,0x01ae28a8
224,cDDMaterialCtrl::cShaderDataMaterialEnchantCraftThunder,cDDMaterialCtrl::cShaderDataMaterial,96,96,0x0d9ca10f,0,0,0x02180118,0x0217ff78,0x01ae28a8
225,cDDMaterialCtrl::cShaderDataMaterialEnchantCraftHoly,cDDMaterialCtrl::cShaderDataMaterial,96,96,0x11ebbe2b,0,0,0x02180138,0x0217ff78,0x01ae28a8
226,cDDMaterialCtrl::cShaderDataMaterialEnchantCraftDark,cDDMaterialCtrl::cShaderDataMaterial,160,160,0x765b620e,0,0,0x02180158,0x0217ff78,0x01ae28a8
227,cDDMaterialCtrl::cShaderDataMaterialAlchemyShell,cDDMaterialCtrl::cShaderDataMaterial,144,144,0x13c246a3,0,0,0x02180178,0x0217ff78,0x01ae28a8
228,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,cDDMaterialCtrl::cShaderDataMaterial,80,80,0x6436a9c3,0,0,0x02180198,0x0217ff78,0x01ae28a8
229,cDDMaterialCtrl::cShaderDataMaterialElementEnemyFire,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,80,80,0x4582e9fe,0,0,0x021801b8,0x02180198,0x01ae28a8
230,cDDMaterialCtrl::cShaderDataMaterialElementEnemyIce,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,80,80,0x2fd5a138,0,0,0x021801d8,0x02180198,0x01ae28a8
231,cDDMaterialCtrl::cShaderDataMaterialElementEnemyThunder,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,80,80,0x04331d6b,0,0,0x021801f8,0x02180198,0x01ae28a8
232,cDDMaterialCtrl::cShaderDataMaterialElementEnemyHoly,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,80,80,0x619081ef,0,0,0x02180218,0x02180198,0x01ae28a8
233,cDDMaterialCtrl::cShaderDataMaterialElementEnemyDark,cDDMaterialCtrl::cShaderDataMaterialElementEnemy,80,80,0x06205dca,0,0,0x02180238,0x02180198,0x01ae28a8
234,cDDMaterialCtrl::cShaderDataWaterColor,cDDMaterialCtrl::cShaderData,36,36,0x5a4ae533,0,0,0x02180258,0x0217fd18,0x01ae28a8
235,cDDMaterialCtrl::cShaderDataMaterialOmBlink,cDDMaterialCtrl::cShaderDataMaterial,36,36,0x014fa050,0,0,0x02180278,0x0217ff78,0x01ae28a8
236,cDDMaterialCtrl::cShaderDataConstantMaterialColor,cDDMaterialCtrl::cShaderDataMaterialColor,80,80,0x49ed677c,0,0,0x02180298,0x0217ffb8,0x01ae28a8
237,cDDMaterialCtrl::cShaderDataAnimation,cDDMaterialCtrl::cShaderDataMaterial,44,44,0x31814c15,0,0,0x021802b8,0x0217ff78,0x01ae28a8
238,cDDMaterialCtrl::cShaderDataAnimationToDefault,cDDMaterialCtrl::cShaderDataAnimation,44,44,0x7068b55a,0,0,0x021802d8,0x021802b8,0x01ae28a8
239,cDDMaterialCtrl::cShaderDataAnimation::cAnimData,(root),276,276,0x3ccd6a7e,0,0,0x021802f8,0x021e71e8,0x01ae28a8
240,cDDMaterialCtrl::cShaderDataSdlData,(root),224,224,0x0a23f003,0,0,0x02180318,0x021e71e8,0x01ae28a8
241,cDDMaterialCtrl::cShaderDataSdl,cDDMaterialCtrl::cShaderDataMaterial,48,48,0x2cb038b2,0,0,0x02180338,0x0217ff78,0x01ae28a8
242,cDDMaterialCtrl::cShaderDataMaterialOldData,cDDMaterialCtrl::cShaderDataMaterial,28,28,0x3fff6cfd,0,0,0x02180358,0x0217ff78,0x01ae28a8
243,cDDMaterialCtrl::cShaderDataStatusAilmentsStep,cDDMaterialCtrl::cShaderDataStatusAilments,116,116,0x5a2b31cf,0,0,0x02180378,0x0217fd38,0x01ae28a8
244,cDDMaterialCtrl::cShaderDataStatusAilmentsStepFreeze,cDDMaterialCtrl::cShaderDataStatusAilmentsStep,116,116,0x7b2df501,0,0,0x02180398,0x02180378,0x01ae28a8
245,cDDMaterialCtrl::cShaderDataStatusAilmentsStep::cSDSASRequest,(root),16,16,0x613065fc,0,0,0x021803b8,0x021e71e8,0x01ae28a8
246,cDDOParam,(root),4,4,0x3c9cd764,0,0,0x021803dc,0x021e71e8,0x01ae28a8
247,cDelegateBase,(root),4,4,0x7b374e57,0,0,0x021803fc,0x021e71e8,0x01ae28a8
248,cDelegateBase::cNode,(root),12,12,0x622f0238,0,0,0x0218041c,0x021e71e8,0x01ae28a8
249,cEditChargeInfoUpdator,(root),12,12,0x6a88b17f,0,0,0x02180444,0x021e71e8,0x01ae28a8
250,cEditParam,(root),1872,1872,0x4b852282,0,0,0x02180464,0x021e71e8,0x01ae28a8
251,cEditUserData,cEditParam,1872,1872,0x3c2a0ec7,0,0,0x02180484,0x02180464,0x01ae28a8
252,cEditValue,(root),28,28,0x7208063f,0,0,0x021804a4,0x021e71e8,0x01ae28a8
253,cEfcHandle,(root),120,120,0x399415ba,0,0,0x021804c4,0x021e71e8,0x01ae28a8
254,cEfcMotSync::SyncManageFactor,(root),112,112,0x2e808f7e,0,0,0x021804e8,0x021e71e8,0x01ae28a8
255,cEfcMotSync,(root),24,24,0x29b147d9,0,0,0x02180508,0x021e71e8,0x01ae28a8
256,cCyclePartReqInfo,(root),44,44,0x67197762,0,0,0x0218052c,0x021e71e8,0x01ae28a8
257,cCyclePartInfo,(root),72,72,0x0be5a5c1,0,0,0x0218054c,0x021e71e8,0x01ae28a8
258,cEffectCycleCtrl,(root),32,32,0x653392b3,0,0,0x0218056c,0x021e71e8,0x01ae28a8
259,cOnceRequestEffectTypeData,(root),16,16,0x16377a6a,0,0,0x02180590,0x021e71e8,0x01ae28a8
260,cOnceRequestEffectTypeDangerData,cOnceRequestEffectTypeData,20,20,0x776a66d6,0,0,0x021805b0,0x02180590,0x01ae28a8
261,cOnceRequestEffectType,(root),24,24,0x7c4d8713,0,0,0x021805d0,0x021e71e8,0x01ae28a8
262,cOnceRequestEffectTypeDanger,cOnceRequestEffectType,24,24,0x326ac983,0,0,0x021805f0,0x021805d0,0x01ae28a8
263,cEmAct01501YoroyoroDamage,(root),96,96,0x48a708b4,0,0,0x02180614,0x02182364,0x01ae28a8
264,cEmAct015720ToDown,(root),96,96,0x328382da,0,0,0x02180638,0x0218148c,0x01ae28a8
265,cEmAct015720ChanceDown,(root),112,112,0x5a758e60,0,0,0x02180658,0x021814ec,0x01ae28a8
266,cEmAct015720ChanceDownPreGetup,(root),96,96,0x60f8694a,0,0,0x02180678,0x02182364,0x01ae28a8
267,cEmAct015720ActDead,(root),112,112,0x20679573,0,0,0x02180698,0x0218158c,0x01ae28a8
268,cEmAct015720FallToDown,(root),96,96,0x4faad833,0,0,0x021806b8,0x021814cc,0x01ae28a8
269,cEmAct015720CrushLandingToDown,(root),96,96,0x063a770e,0,0,0x021806d8,0x0218140c,0x01ae28a8
270,cEmAct015720GetupFromChanceDown,(root),96,96,0x1b633f93,0,0,0x021806f8,0x0218156c,0x01ae28a8
271,cEmAct015850AtkDashMove,(root),64,64,0x1f852086,0,0,0x0218071c,0x021809e4,0x01ae28a8
272,cEmAct015850AtkDashEnd,(root),64,64,0x3b12f907,0,0,0x0218073c,0x02180a24,0x01ae28a8
273,cEmAct015850AtkDashFinish,(root),64,64,0x68fc40a8,0,0,0x0218075c,0x02180a44,0x01ae28a8
274,cEmAct015850TrinityStart,(root),64,64,0x2662a2a4,0,0,0x0218077c,0x02180924,0x01ae28a8
275,cEmAct022000Swayed,(root),112,112,0x350a60ee,0,0,0x021807a0,0x0218124c,0x01ae28a8
276,cEm022000ActAtkDashMove,(root),80,80,0x4ba5dc5b,0,0,0x021807c0,0x02182344,0x01ae28a8
277,cEm022000ActAtkDashTurn,(root),64,64,0x04bbfe64,0,0,0x021807e0,0x02182344,0x01ae28a8
278,cEm022000ActAtkDashInit,(root),64,64,0x62ef0f57,0,0,0x02180800,0x02182344,0x01ae28a8
279,cEmAct022000AtkSpOugiStart,(root),80,80,0x0ca11cc0,0,0,0x02180820,0x02180ac4,0x01ae28a8
280,cEmAct022000AtkSpOugiShoot,(root),64,64,0x639cb5f1,0,0,0x02180840,0x02182344,0x01ae28a8
281,cEmAct022000AtkSpOugiSet,(root),64,64,0x0e423b17,0,0,0x02180860,0x02180aa4,0x01ae28a8
282,cEmAct022000FieldBreak,(root),64,64,0x07cbb695,0,0,0x02180880,0x02180924,0x01ae28a8
283,cEmActEm022000AirShrink,(root),96,96,0x398a8cb0,0,0,0x021808a0,0x0218120c,0x01ae28a8
284,cEm022000ActAtkReset,(root),64,64,0x4c8cbe57,0,0,0x021808c0,0x02180b64,0x01ae28a8
285,cEm022000ActAtkSummonSet,(root),64,64,0x415d61c6,0,0,0x021808e0,0x02182344,0x01ae28a8
286,cEm022000ActAtkBehindHoming,(root),64,64,0x77548dcd,0,0,0x02180900,0x02180944,0x01ae28a8
287,cEmActAtkNear,(root),64,64,0x27a941d2,0,0,0x02180924,0x02182344,0x01ae28a8
288,cEmActAtkTurn,(root),64,64,0x71c54884,0,0,0x02180944,0x02182344,0x01ae28a8
289,cEmActAtkBehind,(root),64,64,0x19cdd13a,0,0,0x02180964,0x02182344,0x01ae28a8
290,cEmActAtkMiddle,(root),64,64,0x2a54f011,0,0,0x02180984,0x02182344,0x01ae28a8
291,cEmActAtkJump,(root),64,64,0x76565bd5,0,0,0x021809a4,0x02182344,0x01ae28a8
292,cEmActAtkJumpLanding,(root),64,64,0x36078f31,0,0,0x021809c4,0x02182344,0x01ae28a8
293,cEmActAtkDashMove,(root),64,64,0x4843771c,0,0,0x021809e4,0x02182344,0x01ae28a8
294,cEmActAtkDashMoveInitPlay,(root),64,64,0x7299f9f0,0,0,0x02180a04,0x02182344,0x01ae28a8
295,cEmActAtkDashEnd,(root),64,64,0x15f04673,0,0,0x02180a24,0x02182344,0x01ae28a8
296,cEmActAtkDashFinish,(root),64,64,0x165db1a9,0,0,0x02180a44,0x02182344,0x01ae28a8
297,cEmActAtkSpellStart,(root),64,64,0x57046c8f,0,0,0x02180a64,0x02182344,0x01ae28a8
298,cEmActAtkSpellShoot,(root),64,64,0x3839c5be,0,0,0x02180a84,0x02182344,0x01ae28a8
299,cEmActAtkSpellSet,(root),64,64,0x613b2add,0,0,0x02180aa4,0x02182344,0x01ae28a8
300,cEmActAtkSummonSet,(root),64,64,0x2966535e,0,0,0x02180ac4,0x02182344,0x01ae28a8
301,cEmActAtkShell,(root),64,64,0x15ac2b27,0,0,0x02180ae4,0x02182344,0x01ae28a8
302,cEmActAtkBreathWait,(root),64,64,0x728c0d34,0,0,0x02180b04,0x02182344,0x01ae28a8
303,cEmActAtkBreath,(root),64,64,0x0eefa53d,0,0,0x02180b24,0x02182344,0x01ae28a8
304,cEmActAtkShakeoff,(root),64,64,0x14561787,0,0,0x02180b44,0x02182344,0x01ae28a8
305,cEmActAtkReset,(root),64,64,0x00a32697,0,0,0x02180b64,0x02182344,0x01ae28a8
306,cEmActGuardCounter,(root),64,64,0x1917875b,0,0,0x02180b84,0x02182344,0x01ae28a8
307,cEmActAirAtkNear,(root),64,64,0x3460b605,0,0,0x02180ba4,0x02182344,0x01ae28a8
308,cEmActAirAtkMiddleStart,(root),64,64,0x6aa1bfcd,0,0,0x02180bc4,0x02182344,0x01ae28a8
309,cEmActAirAtkMiddle,(root),64,64,0x47f457bf,0,0,0x02180be4,0x02182344,0x01ae28a8
310,cEmActAirAtkJumpStart,(root),64,64,0x0b221864,0,0,0x02180c04,0x02182344,0x01ae28a8
311,cEmActAirAtkJumpEnd,(root),64,64,0x26760578,0,0,0x02180c24,0x02182344,0x01ae28a8
312,cEmActAirAtkSpellStart,(root),64,64,0x563b6b70,0,0,0x02180c44,0x02182344,0x01ae28a8
313,cEmActAirAtkSpellShoot,(root),64,64,0x3906c241,0,0,0x02180c64,0x02182344,0x01ae28a8
314,cEmActAirAtkSpellSet,(root),64,64,0x190d6051,0,0,0x02180c84,0x02182344,0x01ae28a8
315,cEmActAirAtkSummonSet,(root),64,64,0x4d10aa1f,0,0,0x02180ca4,0x02182344,0x01ae28a8
316,cEmActAirAtkShakeoff,(root),64,64,0x6c605d0b,0,0,0x02180cc4,0x02182344,0x01ae28a8
317,cEmActAirAtkReset,(root),64,64,0x1887a817,0,0,0x02180ce4,0x02182344,0x01ae28a8
318,cEmActAirAtkShell,(root),64,64,0x0d88a5a7,0,0,0x02180d04,0x02182344,0x01ae28a8
319,cEmActAirAtkBreath,(root),64,64,0x634f0293,0,0,0x02180d24,0x02182344,0x01ae28a8
320,cEmActAtkHerald,(root),64,64,0x3bd7769d,0,0,0x02180d44,0x02182344,0x01ae28a8
321,cEmActAirAtkExtra,(root),64,64,0x05251a3f,0,0,0x02180d64,0x02182344,0x01ae28a8
322,cEmActAtkChargeStart,(root),64,64,0x08520666,0,0,0x02180d84,0x02182344,0x01ae28a8
323,cEmActAtkChargeLoop,(root),64,64,0x57bf0cc3,0,0,0x02180da4,0x02182344,0x01ae28a8
324,cEmActAtkChargeEnd,(root),64,64,0x56a13542,0,0,0x02180dc4,0x02182344,0x01ae28a8
325,cEmActArmedExtraBurstPre,(root),64,64,0x498b76c6,0,0,0x02180de4,0x02182344,0x01ae28a8
326,cEmActArmedExtraBurst,(root),64,64,0x22bc5bc9,0,0,0x02180e04,0x02182344,0x01ae28a8
327,cEmActCatchStart,(root),64,64,0x6056800b,0,0,0x02180e28,0x021823c4,0x01ae28a8
328,cEmActCatchWait,(root),80,80,0x523b071a,0,0,0x02180e48,0x021823c4,0x01ae28a8
329,cEmActCatchSuccess,(root),64,64,0x078f4976,0,0,0x02180e68,0x021823c4,0x01ae28a8
330,cEmActCatchLoop,(root),80,80,0x0e8a9911,0,0,0x02180e88,0x021823c4,0x01ae28a8
331,cEmActCatchAttack,(root),64,64,0x7fe8aa5a,0,0,0x02180ea8,0x021823c4,0x01ae28a8
332,cEmActCatchFailed,(root),64,64,0x26a32416,0,0,0x02180ec8,0x021823c4,0x01ae28a8
333,cEmActCatchRelease,(root),64,64,0x76c895d9,0,0,0x02180ee8,0x021823c4,0x01ae28a8
334,cEmActCatchCancel,(root),64,64,0x6e3e4213,0,0,0x02180f08,0x021823c4,0x01ae28a8
335,cEmActCatchStartStretch,cEmActCatchStart,80,80,0x43e794ab,0,0,0x02180f28,0x02180e28,0x01ae28a8
336,cEmActCatchWaitStretch,cEmActCatchWait,96,96,0x3a7ba467,0,0,0x02180f48,0x02180e48,0x01ae28a8
337,cEmActCatchSuccessStretch,cEmActCatchSuccess,64,64,0x37f20e95,0,0,0x02180f68,0x02180e68,0x01ae28a8
338,cEmActCatchFailedStretch,cEmActCatchFailed,64,64,0x149154aa,0,0,0x02180f88,0x02180ec8,0x01ae28a8
339,cEmActCaughtStart,(root),64,64,0x155efb0c,1,0,0x02180fa8,0x021823e4,0x01ae28a8
340,cEmActCaughtSuccess,(root),64,64,0x0f19020d,1,0,0x02180fc8,0x021823e4,0x01ae28a8
341,cEmActCaughtLoop,(root),64,64,0x6c5202d3,1,0,0x02180fe8,0x021823e4,0x01ae28a8
342,cEmActCaughtFailed,(root),64,64,0x38b2b9ce,1,0,0x02181008,0x021823e4,0x01ae28a8
343,cEmActCaughtEscape,(root),64,64,0x03d1aa37,1,0,0x02181028,0x021823e4,0x01ae28a8
344,cEmActCaughtCancel,(root),64,64,0x702fdfcb,1,0,0x02181048,0x021823e4,0x01ae28a8
345,cEmActCaughtBeardownStart,cEmActCaughtStart,64,64,0x77de29aa,0,0,0x02181068,0x02180fa8,0x01ae28a8
346,cEmActCaughtBeardownSuccess,cEmActCaughtSuccess,64,64,0x1f99c81a,0,0,0x02181088,0x02180fc8,0x01ae28a8
347,cEmActCaughtBeardownLoop,cEmActCaughtLoop,80,80,0x319d7b8f,0,0,0x021810a8,0x02180fe8,0x01ae28a8
348,cEmActCaughtBeardownFailed,cEmActCaughtFailed,64,64,0x07653fc1,0,0,0x021810c8,0x02181008,0x01ae28a8
349,cEmActCaughtBeardownEscape,cEmActCaughtEscape,64,64,0x3c062c38,0,0,0x021810e8,0x02181028,0x01ae28a8
350,cEmActCaughtBeardownCancel,cEmActCaughtCancel,64,64,0x4ff859c4,0,0,0x02181108,0x02181048,0x01ae28a8
351,cEmActCaughtBindStart,cEmActCaughtStart,64,64,0x51a89f86,0,0,0x02181128,0x02180fa8,0x01ae28a8
352,cEmActCaughtBindSuccess,cEmActCaughtSuccess,64,64,0x04aa937b,0,0,0x02181148,0x02180fc8,0x01ae28a8
353,cEmActCaughtBindLoop,cEmActCaughtLoop,64,64,0x1e1bfbbf,0,0,0x02181168,0x02180fe8,0x01ae28a8
354,cEmActCaughtBindFailed,cEmActCaughtFailed,64,64,0x359b2594,0,0,0x02181188,0x02181008,0x01ae28a8
355,cEmActCaughtBindEscape,cEmActCaughtEscape,64,64,0x0ef8366d,0,0,0x021811a8,0x02181028,0x01ae28a8
356,cEmActCaughtBindCancel,cEmActCaughtCancel,64,64,0x7d064391,0,0,0x021811c8,0x02181048,0x01ae28a8
357,cEmActShrink,(root),96,96,0x533cd9b5,0,0,0x021811ec,0x02182364,0x01ae28a8
358,cEmActAirShrink,(root),96,96,0x13349338,0,0,0x0218120c,0x02182364,0x01ae28a8
359,cEmActAirShrinkBlow,(root),96,96,0x4432d6eb,0,0,0x0218122c,0x02182364,0x01ae28a8
360,cEmActSwayed,(root),112,112,0x1c4d46bd,0,0,0x0218124c,0x02182364,0x01ae28a8
361,cEmActSwayedEnd,(root),96,96,0x24381432,0,0,0x0218126c,0x02182364,0x01ae28a8
362,cEmActJumpSwayed,(root),96,96,0x6f97abd2,0,0,0x0218128c,0x02182364,0x01ae28a8
363,cEmActJumpSwayedLanding,(root),96,96,0x720fc7e3,0,0,0x021812ac,0x02182364,0x01ae28a8
364,cEmActJumpSwayedGetup,(root),96,96,0x44f8d44b,0,0,0x021812cc,0x02182364,0x01ae28a8
365,cEmActAirSwayed,(root),96,96,0x5c450c30,0,0,0x021812ec,0x02182364,0x01ae28a8
366,cEmActAirSwayedLanding,(root),96,96,0x73822afd,0,0,0x0218130c,0x02182364,0x01ae28a8
367,cEmActAirSwayedGetup,(root),96,96,0x3c36e526,0,0,0x0218132c,0x02182364,0x01ae28a8
368,cEmActFallSwayed,(root),96,96,0x6853ae05,0,0,0x0218134c,0x02182364,0x01ae28a8
369,cEmActFallSwayedLanding,(root),96,96,0x20bdab02,0,0,0x0218136c,0x02182364,0x01ae28a8
370,cEmActBlow,(root),96,96,0x45d4afeb,0,0,0x0218138c,0x02182364,0x01ae28a8
371,cEmActBlowLanding,(root),96,96,0x69e0be8c,0,0,0x021813ac,0x02182364,0x01ae28a8
372,cEmActCrush,(root),96,96,0x0c0fec8b,0,0,0x021813cc,0x02182364,0x01ae28a8
373,cEmActCrushLanding,(root),96,96,0x73a3d354,0,0,0x021813ec,0x02182364,0x01ae28a8
374,cEmActCrushLandingToDown,(root),96,96,0x41d765ee,0,0,0x0218140c,0x02182364,0x01ae28a8
375,cEmActDmgToFall,(root),96,96,0x1a224e23,0,0,0x0218142c,0x02182364,0x01ae28a8
376,cEmActAltitudeFall,(root),96,96,0x250ae897,0,0,0x0218144c,0x02182364,0x01ae28a8
377,cEmActAltitudeLanding,cEmActBlowLanding,96,96,0x7a845816,0,0,0x0218146c,0x021813ac,0x01ae28a8
378,cEmActToDown,(root),96,96,0x46beb345,0,0,0x0218148c,0x02182364,0x01ae28a8
379,cEmActCrushToDown,(root),96,96,0x38eb7613,0,0,0x021814ac,0x02182364,0x01ae28a8
380,cEmActFallToDown,(root),96,96,0x32a05bfd,0,0,0x021814cc,0x02182364,0x01ae28a8
381,cEmActChanceDown,(root),112,112,0x277f0dae,0,0,0x021814ec,0x0218150c,0x01ae28a8
382,cEmActDown,(root),96,96,0x04897ef7,0,0,0x0218150c,0x02182364,0x01ae28a8
383,cEmActDmgDown,(root),96,96,0x7e0b5c0d,0,0,0x0218152c,0x02182364,0x01ae28a8
384,cEmActGetup,(root),96,96,0x70b5708a,0,0,0x0218154c,0x02182364,0x01ae28a8
385,cEmActGetupFromChanceDown,cEmActGetup,96,96,0x3bae30f9,0,0,0x0218156c,0x0218154c,0x01ae28a8
386,cEmActDead,(root),112,112,0x7553a7e8,0,0,0x0218158c,0x02182384,0x01ae28a8
387,cEmActDeadSelf,(root),112,112,0x69806377,0,0,0x021815ac,0x02182384,0x01ae28a8
388,cEmActDeadDirect,(root),128,128,0x44de7ac5,0,0,0x021815cc,0x02182384,0x01ae28a8
389,cEmActSpBlow,(root),96,96,0x785652b2,0,0,0x021815ec,0x02182364,0x01ae28a8
390,cEmActStun,(root),96,96,0x6b023fc2,0,0,0x0218160c,0x02182364,0x01ae28a8
391,cEmActStunEnd,(root),96,96,0x630ba596,0,0,0x0218162c,0x02182364,0x01ae28a8
392,cEmActSleepStart,(root),96,96,0x0af362cd,0,0,0x0218164c,0x02182364,0x01ae28a8
393,cEmActSleepLoop,(root),96,96,0x7e2f6695,0,0,0x0218166c,0x02182364,0x01ae28a8
394,cEmActBind,(root),96,96,0x5eba1d9f,0,0,0x0218168c,0x02182364,0x01ae28a8
395,cEmActWind,(root),112,112,0x397dba32,0,0,0x021816ac,0x02182364,0x01ae28a8
396,cEmActQuake,(root),96,96,0x6c7dff98,0,0,0x021816cc,0x02182364,0x01ae28a8
397,cEmActGuardBreak,(root),96,96,0x09a45e17,0,0,0x021816ec,0x02182364,0x01ae28a8
398,cEmActRigid,(root),96,96,0x70ae43c9,0,0,0x0218170c,0x02182364,0x01ae28a8
399,cEmActRigidAir,(root),96,96,0x0f28181f,0,0,0x0218172c,0x02182364,0x01ae28a8
400,cEmActRigidFly,(root),96,96,0x60c22357,0,0,0x0218174c,0x02182364,0x01ae28a8
401,cEmActRigidLanding,(root),96,96,0x24d3bd3d,0,0,0x0218176c,0x02182364,0x01ae28a8
402,cEmActRigidEnd,(root),96,96,0x33b49355,0,0,0x0218178c,0x02182364,0x01ae28a8
403,cEmActMoveFreezeDie,(root),112,112,0x700d60a8,0,0,0x021817ac,0x02182364,0x01ae28a8
404,cEmActTakeoff,(root),64,64,0x6e6b8ec0,0,0,0x021817d0,0x02182304,0x01ae28a8
405,cEmActHoverLoop,(root),64,64,0x72c368e9,0,0,0x021817f0,0x02182304,0x01ae28a8
406,cEmActHoverMove,(root),80,80,0x3ca2427f,0,0,0x02181810,0x02182304,0x01ae28a8
407,cEmActHoverMotion,(root),64,64,0x5b0973ff,0,0,0x02181830,0x02182304,0x01ae28a8
408,cEmActHoverMotionStop,(root),64,64,0x70510679,0,0,0x02181850,0x02182304,0x01ae28a8
409,cEmActHoverTraceMove,(root),96,96,0x4ff739b3,0,0,0x02181870,0x02182304,0x01ae28a8
410,cEmActHoverTurn,(root),80,80,0x73bc6040,0,0,0x02181890,0x02182304,0x01ae28a8
411,cEmActFlyMove,(root),96,96,0x0ed91021,0,0,0x021818b0,0x02182324,0x01ae28a8
412,cEmActFlyTraceMove,cEmActFlyMove,96,96,0x2787c4bb,0,0,0x021818d0,0x021818b0,0x01ae28a8
413,cEmActHoverToFly,(root),64,64,0x7106ac5d,0,0,0x021818f0,0x02182324,0x01ae28a8
414,cEmActFlyToHover,(root),64,64,0x7955f0f6,0,0,0x02181910,0x02182324,0x01ae28a8
415,cEmActLanding,(root),64,64,0x71557250,0,0,0x02181930,0x02182324,0x01ae28a8
416,cEmActLandingApproach,(root),64,64,0x2140e917,0,0,0x02181950,0x02182304,0x01ae28a8
417,cEmActFsmWait,(root),64,64,0x7be925b0,0,0,0x02181974,0x021822c4,0x01ae28a8
418,cEmActMotSet,(root),96,96,0x3aab8dea,0,0,0x0218199c,0x021822e4,0x01ae28a8
419,cEmActNpcTalk,(root),96,96,0x1368f146,0,0,0x021819bc,0x021822e4,0x01ae28a8
420,cEmActNmlWait,(root),64,64,0x4cba218c,0,0,0x021819e0,0x021822c4,0x01ae28a8
421,cEmActNmlMove,(root),64,64,0x5e6a9511,0,0,0x02181a00,0x021822c4,0x01ae28a8
422,cEmActNmlTraceMove,(root),96,96,0x21822729,0,0,0x02181a20,0x021822c4,0x01ae28a8
423,cEmActNmlMoveStop,(root),64,64,0x5524508b,0,0,0x02181a40,0x021822c4,0x01ae28a8
424,cEmActNmlTurn,(root),112,112,0x1174b72e,0,0,0x02181a60,0x021822c4,0x01ae28a8
425,cEmActNmlJump,(root),64,64,0x16e7a47f,0,0,0x02181a80,0x021822c4,0x01ae28a8
426,cEmActPointJump,(root),176,176,0x17267a3c,0,0,0x02181aa0,0x021822c4,0x01ae28a8
427,cEmActNmlFall,(root),64,64,0x4a047d65,0,0,0x02181ac0,0x021822c4,0x01ae28a8
428,cEmActNmlLanding,(root),64,64,0x274aac1f,0,0,0x02181ae0,0x021822c4,0x01ae28a8
429,cEmActWarpBase,(root),64,64,0x4426f7d9,0,0,0x02181b00,0x021822c4,0x01ae28a8
430,cEmActReturnTerritoryWarp,cEmActWarpBase,64,64,0x24c9632c,0,0,0x02181b20,0x02181b00,0x01ae28a8
431,cEmActBackMove,(root),64,64,0x004d7622,0,0,0x02181b40,0x021822c4,0x01ae28a8
432,cEmActStepMove,(root),64,64,0x44d3b170,0,0,0x02181b60,0x021822c4,0x01ae28a8
433,cEmActAroundMove,(root),64,64,0x18085257,0,0,0x02181b80,0x021822c4,0x01ae28a8
434,cEmActAroundMoveStop,(root),64,64,0x37cf3a2f,0,0,0x02181ba0,0x021822c4,0x01ae28a8
435,cEmActBackTurn,(root),64,64,0x4f53541d,0,0,0x02181bc0,0x021822c4,0x01ae28a8
436,cEmActAngryStart,(root),64,64,0x400def6b,0,0,0x02181be0,0x021822c4,0x01ae28a8
437,cEmActAppear,(root),80,80,0x0d522386,0,0,0x02181c00,0x021822c4,0x01ae28a8
438,cEmActAppearEnd,(root),64,64,0x19848cc5,0,0,0x02181c20,0x021822c4,0x01ae28a8
439,cEmActGuardStart,(root),64,64,0x1aa15b42,0,0,0x02181c40,0x021822c4,0x01ae28a8
440,cEmActGuardWait,(root),64,64,0x4fbae691,0,0,0x02181c60,0x021822c4,0x01ae28a8
441,cEmActGuardEnd,(root),64,64,0x66f81f2e,0,0,0x02181c80,0x021822c4,0x01ae28a8
442,cEmActNmlSummonWait,cEmActNmlWait,64,64,0x336febc9,0,0,0x02181ca0,0x021819e0,0x01ae28a8
443,cEmActNmlSummonAppear,cEmActNmlWait,64,64,0x57f7a088,0,0,0x02181cc0,0x021819e0,0x01ae28a8
444,cEmActNmlSummonAppearMotPlay,(root),64,64,0x01f84f8c,0,0,0x02181ce0,0x021822c4,0x01ae28a8
445,cEmActNmlOmWait,cEmActNmlWait,64,64,0x18646d96,0,0,0x02181d00,0x021819e0,0x01ae28a8
